"","Provfs","Estimates","e_alpha","PPPW"
"3368","292549",-17,4.13993771878517e-08,7.10650838221522e-06
"3369","292550",-17,4.13993771878517e-08,7.10650838221522e-06
"3370","292551",-4.04700886541406,0.0174745653226135,2.90058331732073
"3371","292552",-17,4.13993771878517e-08,7.10650838221522e-06
"3372","292553",-17,4.13993771878517e-08,7.10650838221522e-06
"3373","292554",-17,4.13993771878517e-08,7.10650838221522e-06
"3374","292555",-17,4.13993771878517e-08,7.10650838221522e-06
"3375","302500",-2.4352315773253,0.0875774637447613,12.8563694522582
"3376","302501",-17,4.13993771878517e-08,7.10650838221522e-06
"3377","302502",-3.66654256236389,0.0255647056996198,4.17982831346336
"3378","302503",-4.02334562110531,0.0178930014845305,2.96769953633993
"3379","302504",-17,4.13993771878517e-08,7.10650838221522e-06
"3380","302505",-4.28630416138064,0.0137556702042864,2.29940970975786
"3381","302506",-3.24366915387047,0.0390204600452616,6.22512083296087
"3382","302507",-17,4.13993771878517e-08,7.10650838221522e-06
"3383","302508",-17,4.13993771878517e-08,7.10650838221522e-06
"3384","302509",-3.34172282380004,0.0353759586478506,5.68095599834804
"3385","302510",-3.15611585192962,0.0425908493858396,6.75138870379187
"3386","302511",-3.2963805329453,0.0370169066970046,5.92684922367988
"3387","302512",-17,4.13993771878517e-08,7.10650838221522e-06
"3388","302513",-2.8737723578315,0.0564854408655495,8.7376121642737
"3389","302514",-3.72884818589494,0.024020487044915,3.93860935998196
"3390","302515",-17,4.13993771878517e-08,7.10650838221522e-06
"3391","302516",-3.59022719600572,0.0275920609050442,4.49444017118729
"3392","302517",-1.65766015133382,0.190584397441867,23.9855033992897
"3393","302518",-17,4.13993771878517e-08,7.10650838221522e-06
"3394","302519",-17,4.13993771878517e-08,7.10650838221522e-06
"3395","31001F",-17,4.13993771878517e-08,7.10650838221522e-06
"3396","312314",-4.34131534420336,0.0130193919541371,2.17938162635513
"3397","312315",-4.21466013747293,0.0147773431789405,2.46540902304246
"3398","312318",-6.01560089126619,0.00244038151994669,0.416915959331161
"3399","312331",-3.80085500389191,0.0223516529337049,3.67637033377638
"3400","312501",-4.80153395821298,0.00821713263840631,1.38820342096238
"3401","312502",-17,4.13993771878517e-08,7.10650838221522e-06
"3402","312503",-17,4.13993771878517e-08,7.10650838221522e-06
"3403","312504",-3.24616088822239,0.0389233524579379,6.21071358458972
"3404","312505",-4.34363997019607,0.0129891618876039,2.17444634931289
"3405","312506",-4.75626394912127,0.00859767080424495,1.45142918648437
"3406","312508",-2.96803771402234,0.0514040809364277,8.02237510331257
"3407","312509",-4.08435815466627,0.0168339406354496,2.79762388064333
"3408","312510",-3.4278548460621,0.0324564903170114,5.23986364911976
"3409","312513",-3.38939254619669,0.0337291595840719,5.4327195778677
"3410","312514",-3.93496198761452,0.0195464423202535,3.23187995973952
"3411","312515",-3.89064957706374,0.020432069522618,3.37271149104397
"3412","312516",-2.34516338168275,0.0958315437325105,13.8810810135365
"3413","312517",-2.60322094060194,0.0740347322913685,11.1146019628599
"3414","312518",-4.51387043466455,0.0109559736280277,1.84120768012973
"3415","312520",-4.15980817200158,0.0156105521737606,2.60031307498986
"3416","312521",-3.48821557079684,0.0305553474073879,4.95010635771546
"3417","312522",-4.6680823890132,0.00939025913704658,1.58282038449981
"3418","312523",-4.46928673282286,0.0114554837577721,1.92331642549782
"3419","312525",-4.46925286407271,0.0114558717472596,1.92338014187693
"3420","312527",-3.71585704938874,0.0243345762414942,3.98778407480708
"3421","312528",-3.19655654969067,0.040902808545752,6.50340867087886
"3422","312529",-17,4.13993771878517e-08,7.10650838221522e-06
"3423","312530",-6.38161560755726,0.00169238651426774,0.289550354026517
"3424","312532",-4.12341549599396,0.0161891260112761,2.69374012152794
"3425","312533",-4.69615088548432,0.00913035332771091,1.5397785322546
"3426","312534",-4.08778105283053,0.0167764182737065,2.78836690207303
"3427","312535",-4.50967590404684,0.0110020253099324,1.84878413697184
"3428","312536",-3.06358435735938,0.046719933802609,7.35175881654982
"3429","312537",-4.4589685832125,0.0115742950553215,1.94282344259717
"3430","312538",-3.87497108046581,0.0207549380881624,3.42393803753553
"3431","312540",-3.5098027887221,0.0299028110270456,4.8501886787133
"3432","312541",-2.68595749892426,0.0681559035392142,10.3339450523029
"3433","312542",-4.36238844932161,0.0127479035375931,2.13503886466511
"3434","312543",-3.76332908831656,0.0232063556286465,3.810880158144
"3435","312544",-3.91028866035017,0.020034716998485,3.30958250581245
"3436","312545",-4.12060934902775,0.0162346188781007,2.70107758826518
"3437","312546",-3.96993339844859,0.0188746901769388,3.12474726385931
"3438","312547",-3.724879393982,0.0241160087872205,3.95357056560013
"3439","312548",-3.89608817251029,0.0203212493884433,3.3551144662148
"3440","312550",-2.7285882917635,0.0653114252955412,9.95066866398908
"3441","312551",-5.21934794926991,0.00541085612911306,0.919074530612874
"3442","312552",-2.95540685830706,0.0520574762500918,8.11505197648988
"3443","312553",-4.24574414578017,0.0143250697715316,2.39200376942091
"3444","312554",-4.55415328514909,0.0105234067857329,1.76997641172242
"3445","312555",-17,4.13993771878517e-08,7.10650838221522e-06
"3446","312557",-3.39306537802162,0.0336055052730728,5.41402039067165
"3447","312558",-3.39534061079841,0.0335291318426079,5.40246690745105
"3448","312559",-3.27312728427978,0.0378877558293285,6.0567568048422
"3449","312560",-6.04434086225472,0.00237124329994852,0.405158954619551
"3450","312561",-4.41179252225261,0.0121334094187319,2.03450312686183
"3451","312562",-17,4.13993771878517e-08,7.10650838221522e-06
"3452","312563",-3.06767859717792,0.046529042233902,7.32419537556793
"3453","312564",-5.31747232521702,0.00490513665887159,0.83399088128442
"3454","312565",-6.10628861452662,0.00222880744512295,0.380927644424159
"3455","312566",-5.22734835531827,0.00536773978710948,0.911827008926604
"3456","312567",-5.72179206869121,0.00327383869838725,0.558397152887921
"3457","312568",-4.26607919313002,0.0140367106344377,2.34513662641592
"3458","312569",-4.05839351341519,0.0172767517032071,2.86881771550811
"3459","312570",-3.61255845016171,0.0269827245250974,4.40012764063474
